Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
139,Henry Ellenson\ellenhe01,PF,23,BRK,5,0,15,2.4,16.8,.143,0.0,9.6,.000,2.4,7.2,.333,0.0,0.0,,4.8,9.6,14.4,2.4,0.0,0.0,0.0,2.4,4.8
140,Wayne Ellington\ellinwa01,SG,32,NYK,29,1,438,3.9,11.2,.353,3.0,9.0,.339,0.9,2.2,.407,0.9,1.1,.846,0.3,3.5,3.8,2.3,1.0,0.2,1.2,2.4,11.8
141,Joel Embiid\embiijo01,C,25,PHI,43,43,1302,8.9,18.9,.472,1.5,4.4,.342,7.4,14.5,.511,8.3,10.2,.814,3.2,10.8,14.0,3.7,1.0,1.6,3.6,4.1,27.7
142,James Ennis\ennisja01,SF,29,TOT,55,4,904,4.6,10.5,.441,1.6,4.8,.333,3.0,5.7,.531,2.3,2.9,.797,2.2,4.7,6.9,1.8,1.0,0.6,1.4,3.7,13.2
142,James Ennis\ennisja01,SF,29,PHI,49,0,776,4.6,10.5,.442,1.7,4.9,.349,2.9,5.6,.525,2.2,2.8,.787,2.2,4.7,7.0,1.9,1.1,0.6,1.4,3.9,13.2
142,James Ennis\ennisja01,SF,29,ORL,6,4,128,4.5,10.4,.432,0.8,3.9,.214,3.7,6.5,.565,3.1,3.7,.846,2.3,4.5,6.8,1.1,0.3,0.6,0.8,2.0,12.9
143,Drew Eubanks\eubandr01,PF,22,SAS,8,0,42,8.6,12.9,.667,0.0,0.0,,8.6,12.9,.667,2.6,2.6,1.000,5.1,9.4,14.6,1.7,0.0,0.9,4.3,4.3,19.7
144,Jacob Evans\evansja02,SG,22,TOT,29,1,418,3.9,11.5,.336,1.1,3.4,.333,2.8,8.2,.337,2.2,2.5,.862,0.8,2.8,3.5,2.7,0.9,1.0,2.2,3.5,11.0
144,Jacob Evans\evansja02,SG,22,GSW,27,1,414,3.9,11.6,.338,1.1,3.3,.342,2.8,8.3,.337,2.2,2.5,.862,0.8,2.8,3.6,2.7,1.0,1.0,2.2,3.6,11.1
144,Jacob Evans\evansja02,SG,22,MIN,2,0,4,0.0,9.0,.000,0.0,9.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Dante Exum\exumda01,SG,24,TOT,35,1,485,4.2,8.8,.471,1.1,3.2,.349,3.0,5.6,.539,2.4,3.2,.744,0.9,4.1,5.0,3.0,1.0,0.6,2.3,2.8,11.8
145,Dante Exum\exumda01,SG,24,UTA,11,0,83,4.3,10.0,.435,0.9,2.6,.333,3.5,7.4,.471,0.9,0.9,1.000,1.3,3.9,5.2,3.0,0.4,0.9,4.3,3.5,10.4
145,Dante Exum\exumda01,SG,24,CLE,24,1,402,4.1,8.6,.479,1.2,3.3,.351,3.0,5.3,.559,2.7,3.7,.732,0.8,4.1,4.9,3.0,1.1,0.5,1.9,2.7,12.1
146,Tacko Fall\fallta01,C,24,BOS,6,0,24,13.5,18.0,.750,0.0,0.0,,13.5,18.0,.750,1.5,4.5,.333,0.0,16.5,16.5,0.0,0.0,3.0,4.5,7.5,28.5
147,Derrick Favors\favorde01,C,28,NOP,40,38,957,6.3,10.1,.623,0.0,0.2,.167,6.2,9.9,.634,1.2,2.1,.579,4.6,10.3,15.0,2.7,0.9,1.5,1.8,3.4,13.8
148,Cristiano Felício\feliccr01,PF,27,CHI,19,0,370,3.2,5.2,.623,0.0,0.2,.000,3.2,5.0,.647,1.8,2.2,.783,5.0,4.5,9.4,1.4,1.0,0.2,1.8,3.1,8.2
149,Terrance Ferguson\fergute01,SF,21,OKC,46,36,1102,2.3,6.1,.378,1.5,4.8,.311,0.8,1.3,.625,0.5,0.6,.789,0.7,1.5,2.2,1.4,0.8,0.5,0.9,4.4,6.6
150,Bruno Fernando\fernabr01,C,21,ATL,50,12,631,5.4,10.3,.522,0.3,2.0,.143,5.1,8.3,.614,1.6,2.7,.596,3.6,6.7,10.3,2.4,1.0,0.9,2.3,5.5,12.6
151,Yogi Ferrell\ferreyo01,PG,26,SAC,43,0,481,5.0,12.6,.399,1.4,5.1,.279,3.6,7.5,.480,2.2,2.6,.857,0.4,3.1,3.6,4.4,1.0,0.3,1.9,2.3,13.7
152,Dorian Finney-Smith\finnedo01,PF,26,DAL,60,57,1788,3.9,8.6,.458,1.9,5.1,.371,2.1,3.6,.582,1.4,1.9,.731,2.4,4.2,6.6,1.8,0.8,0.7,1.2,2.9,11.1
153,Bryn Forbes\forbebr01,SG,26,SAS,57,56,1435,5.5,13.3,.411,3.3,8.7,.382,2.2,4.6,.467,1.6,1.9,.827,0.3,2.7,3.0,2.6,0.8,0.0,1.3,2.7,15.8
154,Evan Fournier\fournev01,SG,27,ORL,58,58,1840,7.6,16.2,.469,3.0,7.5,.404,4.6,8.7,.525,3.2,3.9,.815,0.3,2.7,3.0,3.6,1.3,0.2,2.3,2.8,21.4
155,De'Aaron Fox\foxde01,PG,22,SAC,40,38,1267,8.2,17.4,.473,1.2,3.8,.323,7.0,13.6,.515,5.1,7.6,.669,0.8,3.9,4.6,7.8,1.6,0.6,3.6,3.3,22.8
156,Melvin Frazier\frazime01,SG,23,ORL,14,0,48,4.5,12.7,.353,3.0,5.2,.571,1.5,7.5,.200,1.5,3.0,.500,0.7,2.3,3.0,0.7,3.0,1.5,1.5,6.0,13.5
157,Michael Frazier\frazimi01,SG,25,HOU,8,0,66,2.2,6.0,.364,1.1,4.4,.250,1.1,1.6,.667,2.2,3.3,.667,0.5,1.1,1.6,0.5,1.1,0.0,1.1,7.1,7.6
158,Tim Frazier\fraziti01,PG,29,DET,27,11,355,3.4,9.5,.362,1.0,3.0,.333,2.4,6.5,.375,1.9,2.4,.792,0.9,2.4,3.3,9.4,1.4,0.4,3.7,4.3,9.8
159,Markelle Fultz\fultzma01,PG,21,ORL,58,53,1641,6.2,13.3,.464,0.6,2.4,.248,5.6,10.9,.512,2.1,2.8,.742,0.6,3.8,4.3,6.6,1.7,0.2,2.7,2.4,15.0
160,Wenyen Gabriel\gabriwe01,PF,22,TOT,22,1,159,3.2,7.9,.400,0.7,3.2,.214,2.5,4.8,.524,2.5,3.6,.688,2.7,4.1,6.8,1.4,1.1,1.1,2.9,6.3,9.5
160,Wenyen Gabriel\gabriwe01,PF,22,SAC,11,0,61,3.5,10.0,.353,0.6,4.7,.125,3.0,5.3,.556,3.5,5.9,.600,2.4,3.5,5.9,1.8,1.8,1.2,3.0,4.1,11.2
160,Wenyen Gabriel\gabriwe01,PF,22,POR,11,1,98,2.9,6.6,.444,0.7,2.2,.333,2.2,4.4,.500,1.8,2.2,.833,2.9,4.4,7.3,1.1,0.7,1.1,2.9,7.7,8.4
161,Daniel Gafford\gaffoda01,C,21,CHI,37,7,498,5.7,8.3,.687,0.0,0.0,,5.7,8.3,.687,1.7,3.5,.500,3.3,3.5,6.7,1.2,0.9,3.4,1.7,5.6,13.2
162,Danilo Gallinari\gallida01,PF,31,OKC,51,51,1567,7.0,15.9,.441,3.5,8.6,.410,3.5,7.3,.478,5.1,5.6,.898,0.7,5.8,6.5,2.5,0.8,0.1,1.6,1.5,22.6
163,Langston Galloway\gallola01,SG,28,DET,61,6,1573,4.9,11.3,.434,2.8,7.0,.399,2.1,4.3,.492,1.6,1.9,.866,0.6,2.4,3.0,2.2,1.0,0.2,0.9,2.0,14.2
164,Darius Garland\garlada01,PG,20,CLE,58,58,1794,5.5,13.8,.401,2.1,5.9,.357,3.4,7.9,.434,1.3,1.4,.875,0.5,1.7,2.2,4.5,0.8,0.1,3.0,1.8,14.4
165,Marc Gasol\gasolma01,C,35,TOR,35,35,974,3.6,8.5,.424,1.8,4.6,.403,1.8,4.0,.449,1.0,1.3,.722,1.1,7.3,8.4,4.5,1.0,1.2,1.6,3.7,10.1
166,Rudy Gay\gayru01,PF,33,SAS,54,5,1126,5.9,13.7,.431,1.6,5.1,.308,4.3,8.6,.504,2.8,3.3,.873,1.5,7.6,9.1,2.9,0.8,0.8,2.3,2.4,16.2
167,Paul George\georgpa01,SF,29,LAC,37,37,1076,8.7,20.4,.425,4.0,10.1,.399,4.7,10.3,.451,4.8,5.4,.894,0.5,6.7,7.2,4.8,1.6,0.6,3.5,2.9,26.1
168,Taj Gibson\gibsota01,C,34,NYK,55,49,903,5.8,10.0,.579,0.1,0.4,.273,5.7,9.6,.593,1.2,1.8,.682,3.9,5.5,9.4,1.9,0.9,1.0,1.6,4.4,13.0
169,Harry Giles\gilesha01,PF,21,SAC,33,12,484,7.2,13.0,.554,0.0,0.0,,7.2,13.0,.554,2.1,2.8,.737,2.2,7.8,10.0,3.3,1.2,1.0,2.2,6.3,16.5
170,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,60,60,2124,7.1,15.2,.464,1.3,3.6,.347,5.8,11.6,.501,4.2,5.3,.800,0.8,5.6,6.3,3.4,1.1,0.7,1.9,1.7,19.6
171,Rudy Gobert\goberru01,C,27,UTA,57,57,1975,6.0,8.7,.692,0.0,0.0,,6.0,8.7,.692,3.8,6.2,.615,3.7,11.0,14.7,1.6,0.7,2.0,2.1,3.2,15.9
172,Brandon Goodwin\goodwbr01,PG,24,ATL,30,1,387,6.5,16.4,.398,2.3,7.5,.309,4.2,8.8,.474,2.3,2.4,.962,1.0,5.2,6.2,4.4,1.0,0.4,2.4,3.7,17.7
173,Aaron Gordon\gordoaa01,PF,24,ORL,53,53,1738,6.0,13.9,.434,1.4,4.4,.316,4.6,9.5,.488,2.6,3.7,.685,2.0,6.4,8.3,3.8,0.9,0.7,1.7,2.2,16.0
174,Eric Gordon\gordoer01,SG,31,HOU,30,13,875,6.1,16.4,.374,3.5,10.7,.327,2.6,5.7,.464,3.0,4.0,.742,0.3,2.1,2.4,1.9,0.9,0.5,1.4,2.6,18.7
175,Devonte' Graham\grahade01,PG,24,CHO,58,48,2030,5.8,15.5,.373,3.5,9.5,.366,2.3,6.0,.385,3.1,3.8,.811,0.7,2.9,3.6,7.8,1.0,0.3,3.0,1.9,18.2
176,Treveon Graham\grahatr01,SG,26,TOT,49,20,833,3.2,9.3,.340,1.1,4.6,.245,2.0,4.7,.431,1.5,2.2,.680,1.8,3.9,5.7,1.6,1.0,0.3,1.0,3.8,8.9
176,Treveon Graham\grahatr01,SG,26,MIN,33,20,663,3.4,9.5,.354,1.1,4.5,.241,2.3,5.0,.457,1.5,2.0,.730,1.6,3.9,5.4,1.6,0.9,0.1,1.0,3.6,9.3
176,Treveon Graham\grahatr01,SG,26,ATL,16,0,170,2.3,8.5,.275,1.3,4.9,.261,1.1,3.6,.294,1.5,2.8,.538,2.8,4.0,6.8,1.3,1.1,0.8,1.1,4.9,7.4
