Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
183,Jeff Green\greenje02,PF,33,UTA,30,2,18.4,2.5,6.5,.385,1.1,3.5,.327,1.4,3.0,.451,.472,1.6,2.1,.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8
183,Jeff Green\greenje02,PF,33,HOU,4,0,19.3,3.5,5.0,.700,2.0,3.3,.615,1.5,1.8,.857,.900,0.8,1.0,.750,0.3,3.3,3.5,1.8,0.8,0.3,1.3,1.8,9.8
184,Blake Griffin\griffbl01,PF,30,DET,18,18,28.4,4.9,13.9,.352,1.5,6.2,.243,3.4,7.7,.439,.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5
185,Marko Guduric\gudurma01,SG,24,MEM,37,0,12.4,1.6,4.0,.389,0.6,2.1,.299,0.9,1.9,.486,.466,0.6,0.7,.920,0.4,1.5,1.8,1.2,0.3,0.2,0.9,0.9,4.4
186,Kyle Guy\guyky01,SG,22,SAC,2,0,2.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,Rui Hachimura\hachiru01,PF,21,WAS,35,35,29.4,5.7,11.7,.490,0.5,1.9,.277,5.2,9.8,.531,.512,2.0,2.4,.821,1.6,4.4,6.0,1.6,0.8,0.1,1.0,2.2,13.9
188,Devon Hall\hallde01,SG,24,OKC,5,0,4.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.6,0.8,.750,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,1.0
189,Donta Hall\halldo01,PF,22,DET,2,0,14.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,1.5,2.0,.750,2.0,1.5,3.5,1.0,0.5,0.0,1.0,2.0,2.5
190,Dusty Hannahs\hannadu01,SG,26,MEM,2,0,6.5,2.0,4.5,.444,1.0,1.5,.667,1.0,3.0,.333,.556,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,6.0
191,Tim Hardaway\hardati02,SG,27,DAL,57,44,27.9,5.3,12.1,.438,2.8,6.9,.408,2.5,5.1,.479,.555,1.9,2.4,.794,0.4,2.7,3.1,2.0,0.6,0.1,0.9,1.7,15.3
192,James Harden\hardeja01,SG,30,HOU,55,55,36.7,10.2,23.0,.443,4.6,12.7,.363,5.5,10.2,.542,.543,10.2,11.8,.863,1.1,5.3,6.4,7.3,1.7,0.9,4.4,3.4,35.2
193,Maurice Harkless\harklma01,SF,26,TOT,55,41,22.9,2.3,4.4,.519,0.6,1.6,.391,1.7,2.8,.591,.589,0.5,0.9,.563,0.9,3.1,3.9,1.0,0.9,0.6,0.9,2.4,5.7
193,Maurice Harkless\harklma01,SF,26,LAC,50,38,22.8,2.2,4.3,.516,0.5,1.5,.370,1.7,2.9,.590,.578,0.5,0.8,.571,0.9,3.1,4.0,1.0,1.0,0.6,0.9,2.4,5.5
193,Maurice Harkless\harklma01,SF,26,NYK,5,3,24.2,2.6,4.8,.542,1.4,2.8,.500,1.2,2.0,.600,.688,0.6,1.2,.500,0.2,3.2,3.4,1.4,0.6,0.4,0.8,2.2,7.2
194,Jared Harper\harpeja01,PG,22,PHO,3,0,2.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
195,Montrezl Harrell\harremo01,C,26,LAC,58,2,28.1,7.6,13.1,.580,0.0,0.3,.000,7.6,12.8,.592,.580,3.4,5.3,.645,2.7,4.4,7.1,1.8,0.7,1.2,1.8,2.3,18.6
196,Gary Harris\harriga01,SG,25,DEN,50,49,31.9,3.8,9.4,.398,1.2,3.9,.306,2.6,5.6,.462,.461,1.4,1.6,.829,0.5,2.4,2.9,2.1,1.3,0.2,1.0,2.1,10.1
197,Joe Harris\harrijo01,SF,28,BRK,57,57,31.2,5.2,11.1,.465,2.4,5.8,.405,2.8,5.2,.532,.572,1.0,1.4,.740,0.9,3.4,4.3,2.1,0.6,0.3,1.4,2.2,13.7
198,Tobias Harris\harrito02,PF,27,PHI,60,60,34.5,7.5,15.8,.474,1.8,4.9,.363,5.7,10.9,.523,.530,2.4,3.0,.810,0.7,6.0,6.7,3.1,0.8,0.6,1.5,2.3,19.2
199,Shaquille Harrison\harrish01,SF,26,CHI,37,4,8.8,1.5,3.3,.455,0.2,0.8,.250,1.3,2.5,.516,.483,0.8,1.0,.763,0.4,1.2,1.6,0.9,0.6,0.3,0.4,1.0,3.9
200,Josh Hart\hartjo01,SF,24,NOP,52,14,27.8,3.6,8.4,.423,2.0,5.7,.357,1.5,2.7,.564,.545,1.2,1.6,.741,0.9,5.5,6.5,1.6,1.1,0.4,1.1,2.6,10.4
201,Isaiah Hartenstein\harteis01,C,21,HOU,23,2,11.6,1.9,2.9,.657,0.0,0.2,.000,1.9,2.7,.710,.657,0.8,1.2,.679,1.3,2.7,3.9,0.8,0.4,0.5,0.7,1.8,4.7
202,Udonis Haslem\hasleud01,PF,39,MIA,3,0,7.0,0.3,2.0,.167,0.0,0.7,.000,0.3,1.3,.250,.167,1.0,1.3,.750,0.0,2.7,2.7,0.3,0.0,0.0,0.0,1.0,1.7
203,Jaxson Hayes\hayesja02,C,19,NOP,55,12,17.2,2.8,4.3,.662,0.0,0.1,.250,2.8,4.2,.670,.665,2.0,3.1,.630,1.5,2.6,4.1,0.9,0.4,1.0,0.7,2.6,7.6
204,Gordon Hayward\haywago01,SF,29,BOS,41,41,33.4,6.7,13.3,.505,1.6,4.1,.383,5.1,9.2,.558,.563,2.1,2.5,.854,1.0,5.6,6.6,4.1,0.7,0.4,1.9,1.7,17.1
205,John Henson\hensojo01,PF,29,TOT,36,4,14.7,2.2,4.1,.541,0.2,0.9,.212,2.0,3.2,.635,.564,0.6,1.1,.550,1.2,2.9,4.1,1.3,0.6,1.1,0.8,1.9,5.3
205,John Henson\hensojo01,PF,29,CLE,29,2,14.2,2.1,4.1,.508,0.2,1.1,.194,1.9,3.1,.618,.533,0.6,1.1,.515,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5.0
205,John Henson\hensojo01,PF,29,DET,7,2,16.9,2.7,4.0,.679,0.1,0.3,.500,2.6,3.7,.692,.696,0.7,1.0,.714,1.6,3.3,4.9,0.7,0.7,1.3,1.1,2.1,6.3
206,Dewan Hernandez\hernade01,C,23,TOR,4,0,2.8,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,.200,0.5,0.5,1.000,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0
207,Juan Hernangómez\hernaju01,PF,24,TOT,42,8,15.5,1.8,4.5,.393,0.8,2.3,.340,1.0,2.2,.447,.479,0.9,1.3,.655,0.9,2.5,3.4,0.8,0.3,0.2,0.6,1.1,5.2
207,Juan Hernangómez\hernaju01,PF,24,DEN,34,0,12.4,1.1,3.2,.345,0.4,1.8,.250,0.7,1.5,.460,.414,0.5,0.7,.640,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9,3.1
207,Juan Hernangómez\hernaju01,PF,24,MIN,8,8,28.9,4.6,10.1,.457,2.3,4.6,.486,2.4,5.5,.432,.568,2.5,3.8,.667,1.6,4.5,6.1,1.4,0.9,0.4,1.0,2.0,14.0
208,Willy Hernangómez\hernawi01,C,25,CHO,27,0,11.0,2.2,4.2,.531,0.2,0.7,.250,2.0,3.4,.591,.553,1.1,1.9,.588,1.3,2.4,3.7,0.8,0.3,0.2,0.9,1.1,5.7
209,Tyler Herro\herroty01,SG,20,MIA,46,6,27.7,4.8,11.5,.414,2.2,5.5,.393,2.6,6.0,.433,.508,1.4,1.7,.835,0.3,3.7,4.0,2.0,0.6,0.2,1.6,1.3,13.1
210,Kevin Hervey\herveke01,PF,23,OKC,7,0,2.7,0.1,1.6,.091,0.0,1.1,.000,0.1,0.4,.333,.091,0.0,0.0,,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.1,0.3
211,Mario Hezonja\hezonma01,PF,24,POR,41,4,16.1,1.5,3.9,.384,0.4,1.3,.278,1.1,2.6,.438,.431,1.0,1.2,.816,0.6,2.9,3.4,0.8,0.6,0.1,0.7,2.1,4.3
212,Buddy Hield\hieldbu01,SG,27,SAC,59,44,32.6,7.2,16.7,.429,3.8,9.7,.388,3.4,7.0,.484,.541,1.8,2.2,.852,0.9,3.9,4.8,3.2,0.9,0.3,2.4,2.4,19.9
213,George Hill\hillge01,PG,33,MIL,49,0,21.2,3.4,6.3,.540,1.5,2.9,.500,2.0,3.4,.575,.656,1.3,1.6,.844,0.8,2.1,3.0,3.0,0.8,0.1,0.9,1.5,9.7
214,Solomon Hill\hillso01,SF,28,TOT,50,3,18.5,2.0,4.8,.408,1.1,3.0,.377,0.8,1.8,.461,.527,0.5,0.8,.684,0.5,2.4,2.9,1.9,0.7,0.1,0.8,1.5,5.6
214,Solomon Hill\hillso01,SF,28,MEM,48,3,18.8,2.0,4.9,.412,1.2,3.1,.381,0.8,1.8,.465,.532,0.5,0.8,.684,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,5.7
214,Solomon Hill\hillso01,SF,28,MIA,2,0,11.0,1.0,3.5,.286,0.5,2.0,.250,0.5,1.5,.333,.357,0.0,0.0,,1.0,0.5,1.5,0.0,1.0,0.0,0.5,1.0,2.5
215,Jaylen Hoard\hoardja01,SF,20,POR,13,0,7.9,1.2,2.5,.469,0.0,0.2,.000,1.2,2.2,.517,.469,0.6,1.0,.615,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.9,2.9
216,Aaron Holiday\holidaa01,PG,23,IND,52,21,22.9,3.7,8.8,.415,1.5,3.6,.406,2.2,5.2,.421,.498,1.1,1.2,.875,0.4,1.9,2.3,3.4,0.7,0.2,1.3,1.8,9.8
217,Jrue Holiday\holidjr01,SG,29,NOP,50,50,34.7,7.6,17.1,.444,2.0,5.8,.353,5.5,11.3,.491,.504,2.0,2.9,.708,1.2,3.4,4.6,6.8,1.7,0.8,3.0,2.1,19.2
218,Justin Holiday\holidju01,SG,30,IND,59,2,25.3,2.9,6.7,.438,1.9,4.4,.424,1.0,2.2,.466,.579,0.8,1.0,.776,0.5,2.8,3.3,1.5,1.1,0.6,0.6,1.8,8.5
219,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,47,4,19.8,2.8,6.0,.475,0.0,0.4,.118,2.8,5.6,.498,.479,1.9,2.6,.726,2.0,3.1,5.0,1.8,0.9,0.4,1.0,2.2,7.6
220,Richaun Holmes\holmeri01,C,26,SAC,37,33,29.4,5.5,8.4,.660,0.0,0.0,,5.5,8.4,.660,.660,2.1,2.5,.817,3.1,5.4,8.5,1.0,1.1,1.4,1.2,3.9,13.1
221,Rodney Hood\hoodro01,SF,27,POR,21,21,29.5,4.1,8.2,.506,1.7,3.4,.493,2.5,4.8,.515,.608,1.0,1.3,.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0
222,Al Horford\horfoal01,C,33,PHI,55,52,30.6,4.7,10.8,.436,1.5,4.4,.332,3.3,6.4,.507,.503,0.8,1.1,.721,1.5,5.2,6.6,3.9,0.9,0.9,1.0,2.1,11.7
223,Talen Horton-Tucker\hortota01,SG,19,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
224,Danuel House\houseda01,SF,26,HOU,52,41,30.4,3.5,8.3,.426,2.0,5.4,.376,1.5,2.9,.516,.547,1.2,1.6,.790,1.0,3.4,4.4,1.3,1.1,0.5,0.9,2.0,10.3
225,Dwight Howard\howardw01,C,34,LAL,57,2,19.7,3.1,4.2,.740,0.1,0.1,.600,3.1,4.2,.743,.746,1.4,3.0,.480,2.6,5.1,7.7,0.7,0.4,1.3,1.2,3.2,7.8
226,William Howard\howarwi01,SG,26,HOU,2,0,6.5,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0
227,Kevin Huerter\huertke01,SG,21,ATL,50,42,30.8,4.5,10.8,.413,2.3,5.9,.388,2.2,4.9,.443,.519,1.0,1.2,.817,0.6,3.5,4.1,3.4,0.8,0.5,1.6,2.4,12.2
228,De'Andre Hunter\huntede01,SF,22,ATL,57,56,31.8,4.5,10.9,.411,1.7,4.8,.348,2.8,6.1,.460,.487,1.8,2.3,.777,0.6,3.6,4.3,1.8,0.7,0.3,1.6,2.8,12.4
229,Chandler Hutchison\hutchch01,SF,23,CHI,28,10,18.8,2.9,6.3,.457,0.4,1.4,.316,2.4,4.9,.496,.491,1.6,2.8,.590,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8
230,Serge Ibaka\ibakase01,C,30,TOR,47,24,27.1,6.4,12.4,.518,1.3,3.2,.388,5.2,9.2,.564,.568,1.7,2.4,.730,2.1,6.0,8.0,1.3,0.5,0.8,2.0,2.8,15.9
231,Andre Iguodala\iguodan01,SG,36,MIA,8,0,19.8,1.9,3.9,.484,0.8,2.0,.375,1.1,1.9,.600,.581,0.1,0.5,.250,1.1,2.8,3.9,1.8,0.4,0.9,1.3,2.4,4.6
232,Ersan İlyasova\ilyaser01,PF,32,MIL,53,7,16.0,2.6,5.4,.476,0.9,2.3,.380,1.7,3.1,.545,.556,1.2,1.4,.836,1.1,3.8,4.9,0.8,0.4,0.3,0.6,1.6,7.2
233,Joe Ingles\inglejo01,SF,32,UTA,59,37,30.0,3.4,7.9,.431,1.9,4.9,.392,1.5,3.0,.497,.554,1.1,1.3,.785,0.4,3.6,4.0,5.1,0.8,0.1,1.9,2.2,9.8
234,Brandon Ingram\ingrabr01,PF,22,NOP,51,51,34.0,8.5,17.9,.476,2.5,6.3,.400,6.0,11.6,.517,.546,5.3,6.1,.859,0.9,5.4,6.3,4.3,1.0,0.7,3.1,2.8,24.8
235,Kyrie Irving\irvinky01,PG,27,BRK,20,20,32.9,10.0,20.8,.478,2.8,7.1,.394,7.2,13.7,.522,.546,4.7,5.1,.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4
236,Jonathan Isaac\isaacjo01,SF,22,ORL,32,32,29.7,4.7,10.1,.463,0.9,2.8,.330,3.7,7.2,.515,.509,1.8,2.3,.767,1.8,5.2,6.9,1.4,1.6,2.4,1.5,2.5,12.0
237,Wesley Iwundu\iwundwe01,SF,25,ORL,41,15,18.3,1.7,4.3,.382,0.5,1.5,.323,1.2,2.8,.414,.438,1.3,1.6,.818,0.5,2.0,2.6,1.1,0.6,0.2,0.4,1.5,5.1
238,Frank Jackson\jacksfr01,PG,21,NOP,46,1,12.8,2.0,5.0,.398,0.7,2.3,.311,1.3,2.7,.472,.470,1.0,1.2,.772,0.4,0.9,1.3,0.8,0.3,0.1,0.8,1.3,5.7
239,Jaren Jackson\jacksja02,C,20,MEM,54,54,28.0,6.1,13.0,.468,2.5,6.3,.397,3.6,6.7,.535,.564,2.3,3.1,.741,1.0,3.7,4.7,1.4,0.7,1.6,1.7,4.1,16.9
240,Josh Jackson\jacksjo02,SG,22,MEM,12,0,19.8,3.1,7.3,.425,0.8,3.1,.270,2.3,4.2,.540,.483,1.4,2.0,.708,0.8,3.2,4.0,1.3,0.9,0.3,1.5,1.8,8.4
241,Justin Jackson\jacksju01,PF,24,DAL,52,2,15.9,2.2,5.5,.400,0.8,2.6,.301,1.4,2.9,.490,.472,0.6,0.8,.825,0.4,2.0,2.5,0.7,0.2,0.1,0.2,1.1,5.8
242,Reggie Jackson\jacksre01,PG,29,TOT,18,11,25.6,4.9,12.5,.396,2.1,5.5,.384,2.8,7.0,.405,.480,1.6,1.9,.800,0.8,2.3,3.1,5.0,0.6,0.1,1.6,1.7,13.6
242,Reggie Jackson\jacksre01,PG,29,DET,14,10,27.2,5.4,14.1,.384,2.2,5.9,.378,3.2,8.3,.388,.462,1.9,2.4,.788,0.8,2.1,2.9,5.1,0.6,0.1,1.6,1.5,14.9
242,Reggie Jackson\jacksre01,PG,29,LAC,4,1,19.8,3.3,6.8,.481,1.8,4.3,.412,1.5,2.5,.600,.611,0.5,0.5,1.000,1.0,2.8,3.8,4.5,0.5,0.3,1.5,2.3,8.8
243,Justin James\jamesju01,SG,23,SAC,33,0,6.6,1.0,2.4,.423,0.3,0.8,.346,0.7,1.6,.462,.481,0.3,0.6,.476,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5,2.6
244,LeBron James\jamesle01,PG,35,LAL,54,54,34.9,9.7,19.6,.494,2.2,6.3,.349,7.5,13.3,.563,.550,3.9,5.6,.691,1.0,6.8,7.7,10.6,1.2,0.5,4.0,1.7,25.5
245,Amile Jefferson\jeffeam01,PF,26,ORL,18,0,4.1,0.3,0.8,.357,0.0,0.0,,0.3,0.8,.357,.357,0.3,0.8,.357,0.6,0.7,1.3,0.2,0.1,0.2,0.2,0.4,0.8
246,DaQuan Jeffries\jeffrda01,SG,22,SAC,6,0,3.2,0.5,1.2,.429,0.2,0.7,.250,0.3,0.5,.667,.500,0.0,0.0,,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.5,1.2
247,Ty Jerome\jeromty01,PG,22,PHO,24,0,11.3,1.4,3.9,.362,0.5,1.7,.275,1.0,2.3,.426,.420,0.5,0.6,.786,0.3,1.3,1.6,1.6,0.6,0.1,0.8,1.0,3.8
248,Alize Johnson\johnsal02,SF,23,IND,12,0,4.2,0.6,1.3,.467,0.0,0.0,,0.6,1.3,.467,.467,0.3,0.5,.667,0.6,0.8,1.4,0.2,0.0,0.0,0.2,0.5,1.5
249,B.J. Johnson\johnsbj01,SF,24,ORL,8,0,5.8,0.6,2.3,.278,0.1,0.8,.167,0.5,1.5,.333,.306,0.3,0.3,1.000,0.1,0.6,0.8,0.3,0.3,0.0,0.4,0.0,1.6
250,Cameron Johnson\johnsca02,PF,23,PHO,47,1,19.9,2.7,6.4,.422,1.8,4.5,.405,0.9,1.9,.462,.563,0.7,0.9,.762,0.8,2.0,2.8,1.0,0.6,0.3,0.6,1.4,7.9
251,James Johnson\johnsja01,PF,32,TOT,26,1,18.6,2.9,6.1,.472,0.9,2.7,.338,2.0,3.4,.580,.547,1.0,1.5,.658,0.6,2.9,3.5,1.8,0.7,1.0,1.4,2.5,7.7
251,James Johnson\johnsja01,PF,32,MIA,18,0,15.6,2.2,4.8,.448,0.9,2.5,.356,1.3,2.3,.548,.540,0.4,0.8,.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7
251,James Johnson\johnsja01,PF,32,MIN,8,1,25.3,4.5,9.0,.500,1.0,3.3,.308,3.5,5.8,.609,.556,2.1,3.0,.708,1.0,3.9,4.9,3.4,1.5,1.8,2.8,3.9,12.1
252,Keldon Johnson\johnske04,SF,20,SAS,5,0,5.0,1.2,3.0,.400,0.0,0.2,.000,1.2,2.8,.429,.400,0.2,0.4,.500,0.4,0.8,1.2,0.6,0.0,0.0,0.2,0.4,2.6
253,Stanley Johnson\johnsst04,PF,23,TOR,19,0,5.0,0.4,1.6,.267,0.1,0.7,.154,0.3,0.9,.353,.300,0.3,0.3,.833,0.2,1.0,1.2,0.4,0.2,0.1,0.4,0.5,1.2
254,Tyler Johnson\johnsty01,SG,27,PHO,31,3,16.6,2.1,5.5,.380,0.8,2.7,.289,1.3,2.8,.466,.450,0.8,1.0,.750,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7
255,Nikola Jokić\jokicni01,C,24,DEN,59,59,32.3,8.1,15.2,.531,1.2,3.6,.329,6.9,11.6,.593,.570,3.5,4.2,.816,2.4,7.6,10.0,6.7,1.2,0.7,3.0,3.1,20.8
256,Damian Jones\jonesda03,C,24,ATL,52,27,16.5,2.3,3.3,.682,0.0,0.2,.250,2.2,3.2,.703,.688,1.2,1.6,.738,1.4,2.4,3.8,0.6,0.5,0.7,0.5,2.8,5.8
257,Derrick Jones\jonesde02,SF,22,MIA,45,9,24.6,3.2,6.2,.509,0.6,2.3,.276,2.5,3.9,.649,.561,1.8,2.3,.796,1.1,3.0,4.1,1.0,1.1,0.7,0.6,2.2,8.8
258,Tyus Jones\jonesty01,PG,23,MEM,59,6,18.8,2.9,6.3,.468,0.6,1.7,.376,2.3,4.6,.502,.519,0.6,0.8,.723,0.1,1.4,1.5,4.4,0.8,0.1,0.9,0.6,7.1
259,DeAndre Jordan\jordade01,C,31,BRK,50,4,21.7,3.5,5.2,.668,0.0,0.0,,3.5,5.2,.668,.668,1.5,2.2,.694,2.5,7.4,9.9,1.9,0.4,0.9,1.4,2.0,8.4
260,Cory Joseph\josepco01,PG,28,SAC,59,22,24.4,2.5,5.9,.415,0.7,2.1,.349,1.7,3.8,.453,.479,0.7,0.9,.815,0.6,2.0,2.6,3.5,0.7,0.3,1.0,1.9,6.4
261,Mfiondu Kabengele\kabenmf01,C,22,LAC,12,0,5.3,1.2,2.7,.438,0.8,1.7,.450,0.4,1.0,.417,.578,0.4,0.4,1.000,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5
262,Frank Kaminsky\kaminfr01,C,26,PHO,32,13,22.4,4.0,8.7,.455,1.2,3.5,.348,2.8,5.2,.527,.525,1.8,2.8,.670,0.9,4.0,4.9,2.2,0.4,0.3,1.0,2.2,11.0
263,Enes Kanter\kanteen01,C,27,BOS,46,6,18.2,3.7,6.3,.581,0.0,0.2,.143,3.7,6.2,.592,.582,1.3,1.8,.707,2.8,5.2,8.0,1.0,0.4,0.8,1.1,1.8,8.6
264,Luke Kennard\kennalu01,SG,23,DET,28,25,32.9,5.4,12.2,.442,2.6,6.5,.399,2.8,5.7,.491,.548,2.4,2.7,.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
265,Stanton Kidd\kiddst01,SF,27,UTA,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0
266,Michael Kidd-Gilchrist\kiddgmi01,PF-SF,26,TOT,17,0,12.1,1.1,3.4,.333,0.3,1.1,.278,0.8,2.3,.359,.377,0.4,0.5,.778,0.6,2.2,2.9,0.7,0.1,0.3,0.5,1.6,2.9
266,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,0,13.3,1.5,4.4,.340,0.4,1.4,.294,1.1,3.0,.361,.387,0.6,0.8,.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0
266,Michael Kidd-Gilchrist\kiddgmi01,SF,26,DAL,5,0,9.2,0.2,0.8,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.0,0.0,,0.4,2.4,2.8,0.4,0.2,0.4,0.4,1.8,0.4
267,Louis King\kinglo02,SF,20,DET,10,0,6.2,0.8,2.1,.381,0.4,1.1,.364,0.4,1.0,.400,.476,0.0,0.3,.000,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0
268,Maxi Kleber\klebima01,C,28,DAL,59,16,24.9,3.3,7.0,.465,1.6,4.2,.382,1.6,2.8,.591,.580,1.1,1.3,.859,1.6,3.7,5.3,1.1,0.3,1.2,0.7,2.3,9.3
269,Brandon Knight\knighbr03,PG,28,TOT,21,0,16.0,2.1,5.9,.355,1.5,4.7,.327,0.6,1.2,.462,.484,0.5,1.0,.476,0.1,1.1,1.3,2.2,0.4,0.1,1.3,1.4,6.2
269,Brandon Knight\knighbr03,PG,28,CLE,16,0,15.1,1.8,5.4,.326,1.2,4.0,.297,0.6,1.4,.409,.436,0.3,0.8,.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9
269,Brandon Knight\knighbr03,PG,28,DET,5,0,19.0,3.2,7.6,.421,2.6,6.8,.382,0.6,0.8,.750,.592,1.2,1.6,.750,0.0,1.4,1.4,3.0,0.6,0.0,2.4,1.8,10.2
270,Kevin Knox\knoxke01,SF,20,NYK,58,4,18.1,2.2,6.2,.362,1.0,3.1,.319,1.2,3.1,.407,.443,1.0,1.6,.641,0.3,2.4,2.8,0.9,0.3,0.4,0.7,1.6,6.5
271,John Konchar\konchjo01,SG,23,MEM,9,0,8.2,1.1,1.7,.667,0.0,0.4,.000,1.1,1.2,.909,.667,0.1,0.2,.500,0.7,1.2,1.9,1.0,0.4,0.1,0.2,0.2,2.3
272,Furkan Korkmaz\korkmfu01,SG,22,PHI,59,12,21.6,3.5,8.1,.437,2.0,5.0,.395,1.6,3.1,.505,.559,0.8,1.1,.726,0.3,2.0,2.3,1.0,0.5,0.2,0.7,1.3,9.8
273,Luke Kornet\kornelu01,C,24,CHI,36,14,15.5,2.3,5.2,.439,0.9,3.0,.287,1.4,2.2,.646,.521,0.6,0.8,.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0
274,Kyle Korver\korveky01,SF,38,MIL,47,0,16.6,2.1,5.0,.418,1.6,4.0,.407,0.5,1.0,.458,.580,0.6,0.7,.839,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.4
275,Rodions Kurucs\kurucro01,PF,21,BRK,35,4,12.8,1.6,3.5,.471,0.7,1.6,.439,0.9,1.8,.500,.574,0.4,0.6,.636,0.5,2.0,2.5,0.8,0.4,0.1,0.9,1.7,4.4
276,Kyle Kuzma\kuzmaky01,PF,24,LAL,48,6,24.5,4.7,10.8,.435,1.4,4.4,.316,3.3,6.5,.514,.498,1.8,2.5,.729,0.9,3.4,4.3,1.3,0.4,0.4,1.6,1.9,12.6
277,Skal Labissière\labissk01,C,23,POR,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8
278,Jeremy Lamb\lambje01,SG,27,IND,46,42,28.1,4.7,10.4,.451,1.2,3.4,.335,3.5,7.0,.508,.506,2.0,2.4,.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5
279,Romeo Langford\langfro01,SG,20,BOS,21,1,11.0,1.0,2.4,.420,0.2,1.0,.250,0.8,1.4,.533,.470,0.7,1.0,.667,0.3,0.6,1.0,0.2,0.3,0.3,0.3,1.1,2.9
280,Zach LaVine\lavinza01,SG,24,CHI,59,59,34.7,9.0,19.9,.451,3.1,8.1,.378,5.9,11.8,.500,.527,4.5,5.6,.809,0.7,4.2,4.8,4.2,1.5,0.5,3.5,2.1,25.5
281,Vic Law\lawvi01,SF,24,ORL,3,0,1.3,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Jake Layman\laymaja01,PF,25,MIN,17,2,24.1,3.9,8.8,.443,1.2,3.6,.339,2.6,5.1,.517,.513,0.8,1.1,.684,0.7,2.1,2.8,0.8,0.9,0.6,1.2,2.3,9.8
283,T.J. Leaf\leaftj01,PF,22,IND,24,1,7.9,1.3,2.9,.435,0.2,0.6,.357,1.0,2.3,.455,.471,0.3,0.5,.583,0.9,1.8,2.7,0.3,0.3,0.1,0.3,0.8,3.0
284,Jalen Lecque\lecquja01,PG,19,PHO,4,0,6.5,1.0,2.5,.400,0.0,1.0,.000,1.0,1.5,.667,.400,0.5,0.5,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.5,2.5
