Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
490,Coby White\whiteco01,SG,19,CHI,59,0,24.9,4.4,11.4,.387,2.0,5.5,.356,2.5,5.9,.417,.473,1.5,1.9,.777,0.5,3.1,3.5,2.4,0.7,0.1,1.6,1.8,12.3
491,Derrick White\whitede01,SG,25,SAS,55,11,23.9,3.4,7.6,.454,0.9,2.6,.355,2.5,5.0,.505,.514,2.3,2.7,.846,0.5,2.6,3.1,3.3,0.6,0.8,1.1,2.1,10.1
492,Hassan Whiteside\whiteha01,C,30,POR,55,55,31.1,6.7,10.9,.611,0.1,0.1,.600,6.6,10.8,.611,.614,2.5,3.7,.692,4.0,10.2,14.2,1.2,0.4,3.1,1.9,3.0,15.9
493,Andrew Wiggins\wiggian01,SF-SG,24,TOT,48,48,34.3,8.2,18.3,.448,2.1,6.3,.339,6.1,12.0,.505,.506,3.5,4.9,.722,1.2,3.8,5.0,3.6,0.8,0.9,2.5,2.3,22.0
493,Andrew Wiggins\wiggian01,SF,24,MIN,42,42,34.6,8.4,18.8,.444,2.2,6.5,.331,6.2,12.3,.505,.502,3.5,4.9,.720,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4
493,Andrew Wiggins\wiggian01,SG,24,GSW,6,6,32.2,7.0,14.5,.483,1.8,4.3,.423,5.2,10.2,.508,.546,3.3,4.5,.741,1.3,2.2,3.5,2.8,1.5,1.5,2.0,1.8,19.2
494,Grant Williams\willigr01,PF,21,BOS,56,4,15.6,1.3,3.1,.419,0.4,1.3,.267,0.9,1.7,.536,.477,0.7,0.9,.725,1.0,1.7,2.7,1.0,0.4,0.6,0.8,2.5,3.6
495,Johnathan Williams\willijo04,C,24,WAS,11,5,12.3,1.5,2.3,.640,0.0,0.2,.000,1.5,2.1,.696,.640,0.3,0.5,.600,1.4,2.5,3.9,0.5,0.1,0.5,0.4,1.0,3.2
496,Kenrich Williams\willike04,PF,25,NOP,35,18,22.3,1.4,4.1,.343,0.7,2.7,.260,0.7,1.3,.511,.430,0.3,0.7,.375,1.4,3.7,5.1,1.5,0.7,0.6,0.6,2.3,3.8
497,Lou Williams\willilo02,SG,33,LAC,56,8,29.6,6.3,15.1,.415,1.8,5.1,.360,4.4,10.1,.442,.475,4.7,5.5,.866,0.5,2.6,3.1,5.8,0.7,0.2,3.0,1.4,19.1
498,Marvin Williams\willima02,PF,33,TOT,47,1,19.4,2.2,5.0,.447,1.1,2.9,.370,1.2,2.1,.550,.553,1.0,1.1,.865,0.4,2.4,2.8,1.0,0.7,0.5,0.6,1.7,6.5
498,Marvin Williams\willima02,PF,33,CHO,41,1,19.7,2.3,5.1,.448,1.1,2.9,.376,1.2,2.3,.538,.552,1.0,1.2,.860,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7
498,Marvin Williams\willima02,PF,33,MIL,6,0,17.0,1.8,4.2,.440,1.0,3.0,.333,0.8,1.2,.714,.560,0.3,0.3,1.000,0.7,3.3,4.0,1.0,1.3,0.2,0.2,1.8,5.0
499,Robert Williams\williro04,C,22,BOS,19,1,14.2,1.7,2.6,.673,0.0,0.0,,1.7,2.6,.673,.673,0.4,0.7,.571,1.2,3.4,4.6,1.1,0.9,1.1,0.8,1.8,3.9
500,Nigel Williams-Goss\willini01,PG,25,UTA,9,0,3.1,0.1,0.8,.143,0.0,0.2,.000,0.1,0.6,.200,.143,0.2,0.2,1.000,0.2,0.3,0.6,0.6,0.1,0.1,0.2,0.2,0.4
501,Zion Williamson\willizi01,PF,19,NOP,14,14,28.6,8.9,15.4,.581,0.4,0.9,.417,8.6,14.5,.591,.593,5.1,8.2,.626,3.2,3.6,6.8,2.3,0.8,0.4,2.6,1.6,23.4
502,D.J. Wilson\wilsodj01,PF,23,MIL,29,0,8.8,1.2,3.1,.400,0.4,1.7,.250,0.8,1.4,.571,.467,0.2,0.3,.667,0.3,1.7,2.0,0.7,0.1,0.2,0.5,0.8,3.1
503,Justise Winslow\winslju01,SF,23,MIA,11,5,32.0,4.5,11.7,.388,0.5,2.5,.222,4.0,9.3,.431,.411,1.6,2.5,.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3
504,Christian Wood\woodch01,PF,24,DET,57,7,20.0,4.1,7.4,.556,0.8,2.1,.376,3.3,5.3,.625,.608,2.9,3.8,.753,1.6,4.4,6.0,0.9,0.5,0.9,1.2,1.5,11.9
505,Delon Wright\wrighde01,SG,27,DAL,58,4,21.2,2.8,5.9,.472,0.6,1.7,.370,2.1,4.2,.515,.526,1.1,1.4,.786,1.1,2.7,3.8,3.3,1.0,0.3,0.9,1.3,7.3
506,Justin Wright-Foreman\wrighju02,PG,22,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Thaddeus Young\youngth01,PF,31,CHI,58,14,24.5,4.1,9.2,.448,1.2,3.4,.369,2.9,5.9,.493,.515,0.6,1.1,.590,1.4,3.4,4.8,1.7,1.3,0.3,1.6,2.1,10.1
508,Trae Young\youngtr01,PG,21,ATL,55,55,35.4,9.2,20.9,.442,3.5,9.5,.367,5.7,11.4,.504,.525,8.0,9.3,.859,0.5,3.8,4.3,9.3,1.1,0.1,4.8,1.7,29.9
509,Cody Zeller\zelleco01,C,27,CHO,53,34,23.1,4.4,8.5,.517,0.3,1.4,.236,4.1,7.1,.570,.536,2.0,2.9,.679,2.8,4.3,7.1,1.5,0.7,0.5,1.2,2.5,11.1
510,Ante Žižić\zizican01,C,23,CLE,19,0,9.7,1.9,3.1,.610,0.0,0.0,,1.9,3.1,.610,.610,0.7,0.8,.875,0.7,2.4,3.2,0.3,0.4,0.3,0.5,1.2,4.5
511,Ivica Zubac\zubaciv01,C,22,LAC,59,57,18.0,3.2,5.4,.592,0.0,0.0,.000,3.2,5.4,.596,.592,1.6,2.1,.746,2.6,4.5,7.2,1.1,0.2,0.9,0.8,2.3,8.0
